,round_epochs,val_loss,val_accuracy,loss,accuracy,activation_1,activation_2,activation_3,activation_4,activation_5,batch_size,dropout,emb_output_dims,epochs,kernel_initializer,last_activation,loss,lr,neurons_layer_2,neurons_layer_3,neurons_layer_4,optimizer,weight_regulizer
433,9,1.9392613172531128,0.20481927692890167,1.9160078400839307,0.21977287530899048,tanh,relu,tanh,elu,relu,512,0.15000000000000002,,30,normal,softmax,categorical_crossentropy,6.00004,64,256,128,<class 'keras.optimizers.SGD'>,
432,7,1.9442113637924194,0.20481927692890167,1.944337239724123,0.21977287530899048,elu,relu,relu,relu,tanh,512,0.30000000000000004,,20,normal,softmax,categorical_crossentropy,2.0000800000000005,128,256,128,<class 'keras.optimizers.RMSprop'>,
430,9,1.934871985730397,0.20481927692890167,1.9170721426914752,0.22044087946414948,tanh,tanh,tanh,tanh,tanh,256,0.2,,30,uniform,softmax,categorical_crossentropy,1.0000900000000001,32,128,64,<class 'keras.optimizers.SGD'>,
429,20,1.938135420940966,0.20481927692890167,1.9298909224106935,0.21910487115383148,elu,elu,tanh,elu,relu,256,0.15000000000000002,,20,normal,softmax,categorical_crossentropy,8.000020000000001,128,256,256,<class 'keras.optimizers.Adam'>,
426,4,1.943544050297105,0.20481927692890167,1.9239128453777723,0.21977287530899048,tanh,relu,elu,tanh,elu,256,0.4,,30,uniform,softmax,categorical_crossentropy,3.0000700000000005,128,32,32,<class 'keras.optimizers.Adam'>,
425,7,1.9350735001774677,0.20481927692890167,1.9301558015501012,0.2130928486585617,elu,tanh,relu,relu,relu,256,0.1,,30,uniform,softmax,categorical_crossentropy,2.0000800000000005,128,64,256,<class 'keras.optimizers.RMSprop'>,
424,7,1.9372718334197998,0.20481927692890167,1.922554708514599,0.21977287530899048,tanh,tanh,relu,elu,tanh,512,0.05,,20,normal,softmax,categorical_crossentropy,2.0000800000000005,32,64,256,<class 'keras.optimizers.SGD'>,
422,5,1.9358347051114921,0.20481927692890167,1.9254224628468872,0.22044087946414948,relu,tanh,relu,relu,relu,256,0.4,,30,normal,softmax,categorical_crossentropy,9.000010000000001,128,32,64,<class 'keras.optimizers.SGD'>,
437,5,1.9385091899389244,0.20481927692890167,1.9235042503219328,0.2164328694343567,tanh,relu,elu,tanh,relu,256,0.4,,20,normal,softmax,categorical_crossentropy,3.0000700000000005,64,128,128,<class 'keras.optimizers.SGD'>,
420,6,1.942151103153765,0.20481927692890167,1.9186507844096752,0.21977287530899048,elu,tanh,elu,relu,relu,256,0.25,,20,normal,softmax,categorical_crossentropy,3.0000700000000005,32,256,64,<class 'keras.optimizers.Nadam'>,
417,27,1.936808797250311,0.20481927692890167,1.919502215777227,0.21977287530899048,elu,tanh,tanh,tanh,relu,256,0.1,,30,uniform,softmax,categorical_crossentropy,4.00006,64,256,128,<class 'keras.optimizers.Nadam'>,
416,3,1.9370463574267773,0.20481927692890167,1.916348109981101,0.21977287530899048,elu,relu,relu,elu,tanh,256,0.05,,30,uniform,softmax,categorical_crossentropy,8.000020000000001,128,64,32,<class 'keras.optimizers.SGD'>,
415,6,1.941892204035717,0.20481927692890167,1.9178870086599846,0.21977287530899048,tanh,tanh,tanh,relu,elu,256,0.25,,20,uniform,softmax,categorical_crossentropy,2.0000800000000005,64,256,64,<class 'keras.optimizers.Nadam'>,
414,4,1.935681471384194,0.20481927692890167,1.9172289317340634,0.21977287530899048,tanh,tanh,elu,relu,tanh,256,0.15000000000000002,,20,uniform,softmax,categorical_crossentropy,5.000050000000001,32,256,256,<class 'keras.optimizers.SGD'>,
413,30,1.939134955406189,0.20481927692890167,1.9230920199800032,0.21977287530899048,relu,relu,relu,relu,relu,512,0.2,,30,normal,softmax,categorical_crossentropy,1.0000900000000001,32,64,128,<class 'keras.optimizers.SGD'>,
234,20,1.9376356261801049,0.20481927692890167,1.9297709436359292,0.2150968611240387,tanh,elu,tanh,elu,relu,256,0.30000000000000004,,20,uniform,softmax,categorical_crossentropy,6.00004,128,256,128,<class 'keras.optimizers.Adam'>,
411,6,1.9429077144607483,0.20481927692890167,1.9196974304252732,0.21977287530899048,relu,relu,tanh,relu,elu,256,0.35000000000000003,,30,normal,softmax,categorical_crossentropy,4.00006,32,128,128,<class 'keras.optimizers.Nadam'>,
408,4,1.9373618675523014,0.20481927692890167,1.9222938717406992,0.21843686699867249,tanh,relu,relu,tanh,relu,256,0.25,,30,normal,softmax,categorical_crossentropy,5.000050000000001,64,128,128,<class 'keras.optimizers.SGD'>,
418,4,4.244181701935918,0.20481927692890167,3.701587651678938,0.14696058630943298,tanh,relu,tanh,tanh,tanh,256,0.4,,30,uniform,softmax,categorical_crossentropy,9.000010000000001,64,32,64,<class 'keras.optimizers.RMSprop'>,
741,6,1.941395344983143,0.20481927692890167,1.9197036721504124,0.21977287530899048,elu,elu,relu,relu,relu,256,0.4,,30,uniform,softmax,categorical_crossentropy,9.000010000000001,32,32,64,<class 'keras.optimizers.Nadam'>,
740,6,1.9352167380382737,0.20481927692890167,1.9185365787250006,0.21977287530899048,relu,elu,elu,relu,elu,256,0.2,,20,normal,softmax,categorical_crossentropy,2.0000800000000005,128,128,128,<class 'keras.optimizers.Nadam'>,
743,11,1.94174063205719,0.20481927692890167,1.9163965099082443,0.21977287530899048,tanh,relu,tanh,relu,elu,512,0.30000000000000004,,30,uniform,softmax,categorical_crossentropy,3.0000700000000005,64,32,64,<class 'keras.optimizers.Nadam'>,
1062,4,1.9348360572952823,0.20481927692890167,1.9106072110976866,0.22578489780426025,relu,elu,tanh,relu,tanh,256,0.30000000000000004,,30,uniform,softmax,categorical_crossentropy,9.000010000000001,128,32,64,<class 'keras.optimizers.SGD'>,
1061,4,1.9437445799509685,0.20481927692890167,1.9212231677456069,0.21977287530899048,tanh,relu,relu,relu,relu,256,0.25,,30,normal,softmax,categorical_crossentropy,9.000010000000001,64,64,64,<class 'keras.optimizers.RMSprop'>,
1059,9,1.9455903768539429,0.20481927692890167,1.915178003913176,0.2150968611240387,elu,elu,relu,tanh,relu,512,0.0,,30,normal,softmax,categorical_crossentropy,2.0000800000000005,32,32,128,<class 'keras.optimizers.RMSprop'>,
143,3,1.9373303311895653,0.20481927692890167,1.921668444065229,0.22044087946414948,elu,elu,tanh,tanh,tanh,256,0.35000000000000003,,20,uniform,softmax,categorical_crossentropy,3.0000700000000005,128,256,128,<class 'keras.optimizers.SGD'>,
1056,5,1.9374183416366577,0.20481927692890167,1.9225006515213705,0.21710087358951569,relu,elu,tanh,tanh,tanh,512,0.45,,30,normal,softmax,categorical_crossentropy,7.000030000000001,64,32,128,<class 'keras.optimizers.SGD'>,
1055,11,1.940292107532302,0.20481927692890167,1.9172411519205403,0.21977287530899048,tanh,tanh,tanh,relu,relu,256,0.4,,30,uniform,softmax,categorical_crossentropy,5.000050000000001,64,256,64,<class 'keras.optimizers.RMSprop'>,
1053,3,1.950297555291509,0.20481927692890167,1.9203577081442038,0.21977287530899048,relu,relu,relu,tanh,relu,256,0.05,,30,uniform,softmax,categorical_crossentropy,4.00006,128,256,32,<class 'keras.optimizers.Nadam'>,
145,8,3.0189056731610893,0.20481927692890167,2.9244962052336994,0.16165664792060852,relu,relu,tanh,tanh,elu,256,0.30000000000000004,,20,uniform,softmax,categorical_crossentropy,6.00004,32,256,256,<class 'keras.optimizers.Adam'>,
1052,6,1.9393670793518005,0.20481927692890167,1.9178995320855894,0.21977287530899048,tanh,relu,elu,relu,elu,256,0.35000000000000003,,30,normal,softmax,categorical_crossentropy,3.0000700000000005,128,64,128,<class 'keras.optimizers.RMSprop'>,
1051,9,1.9356817964569153,0.20481927692890167,1.9165454344026391,0.21710087358951569,relu,elu,elu,elu,relu,256,0.45,,20,uniform,softmax,categorical_crossentropy,3.0000700000000005,32,64,128,<class 'keras.optimizers.SGD'>,
53,5,1.937124490737915,0.20481927692890167,1.9189798931479851,0.21977287530899048,elu,relu,tanh,relu,tanh,512,0.2,,20,uniform,softmax,categorical_crossentropy,6.00004,32,256,128,<class 'keras.optimizers.SGD'>,
1047,9,1.934073969542262,0.20481927692890167,1.9102015109880812,0.22645290195941925,relu,tanh,relu,tanh,elu,256,0.45,,30,normal,softmax,categorical_crossentropy,8.000020000000001,32,64,128,<class 'keras.optimizers.SGD'>,
1045,13,1.93471097946167,0.20481927692890167,1.918378742121822,0.21977287530899048,tanh,elu,elu,tanh,relu,512,0.1,,20,normal,softmax,categorical_crossentropy,3.0000700000000005,128,32,32,<class 'keras.optimizers.SGD'>,
54,7,1.9398619975430897,0.20481927692890167,1.9150983670113002,0.21977287530899048,relu,elu,elu,tanh,tanh,256,0.1,,30,uniform,softmax,categorical_crossentropy,2.0000800000000005,64,128,128,<class 'keras.optimizers.SGD'>,
1043,7,1.9327623844146729,0.20481927692890167,1.9197474190929211,0.22311289608478546,elu,tanh,elu,elu,relu,512,0.45,,30,uniform,softmax,categorical_crossentropy,9.000010000000001,64,128,128,<class 'keras.optimizers.SGD'>,
1042,7,1.9337936639785767,0.20481927692890167,1.9143450877311314,0.22177688777446747,elu,elu,tanh,relu,tanh,512,0.4,,30,normal,softmax,categorical_crossentropy,9.000010000000001,64,32,256,<class 'keras.optimizers.SGD'>,
55,6,1.9372477043105896,0.20481927692890167,1.917662547601408,0.21977287530899048,tanh,relu,relu,elu,elu,256,0.05,,30,uniform,softmax,categorical_crossentropy,3.0000700000000005,128,32,256,<class 'keras.optimizers.SGD'>,
1063,6,1.9471568280913265,0.20481927692890167,1.9298805696771555,0.20708082616329193,elu,relu,tanh,elu,relu,256,0.15000000000000002,,20,uniform,softmax,categorical_crossentropy,6.00004,128,32,32,<class 'keras.optimizers.RMSprop'>,
1039,6,1.9629734754562378,0.20481927692890167,1.9156253858654197,0.21977287530899048,relu,tanh,elu,tanh,tanh,512,0.35000000000000003,,30,normal,softmax,categorical_crossentropy,2.0000800000000005,64,64,64,<class 'keras.optimizers.Nadam'>,
1065,7,1.932578206062317,0.20481927692890167,1.9189086426236108,0.21977287530899048,relu,relu,elu,relu,elu,512,0.4,,30,uniform,softmax,categorical_crossentropy,6.00004,128,32,256,<class 'keras.optimizers.SGD'>,
1067,9,1.9455727338790894,0.20481927692890167,1.9188394542527183,0.21977287530899048,elu,relu,elu,tanh,relu,512,0.2,,20,normal,softmax,categorical_crossentropy,3.0000700000000005,64,64,64,<class 'keras.optimizers.Nadam'>,
1089,5,1.9393497925685592,0.20481927692890167,1.9174383154055559,0.21977287530899048,tanh,relu,tanh,relu,elu,256,0.25,,20,normal,softmax,categorical_crossentropy,2.0000800000000005,64,256,256,<class 'keras.optimizers.Nadam'>,
1088,5,8.15784740447998,0.20481927692890167,8.98132605224589,0.13560454547405243,relu,tanh,elu,elu,elu,512,0.0,,20,uniform,softmax,categorical_crossentropy,9.000010000000001,128,32,32,<class 'keras.optimizers.Adam'>,
1087,4,1.9629119007462956,0.20481927692890167,1.9239847230051228,0.21977287530899048,tanh,relu,tanh,elu,relu,256,0.1,,20,normal,softmax,categorical_crossentropy,5.000050000000001,64,64,32,<class 'keras.optimizers.Adam'>,
1085,7,1.943823140309039,0.20481927692890167,1.9167451152979889,0.21977287530899048,tanh,relu,relu,relu,relu,256,0.05,,30,normal,softmax,categorical_crossentropy,7.000030000000001,128,256,32,<class 'keras.optimizers.Nadam'>,
1084,7,1.9426155727072414,0.20481927692890167,1.9188018768090125,0.21977287530899048,tanh,elu,elu,relu,relu,256,0.15000000000000002,,30,normal,softmax,categorical_crossentropy,9.000010000000001,128,256,256,<class 'keras.optimizers.Nadam'>,
135,4,1.9370936155319214,0.20481927692890167,1.9225247342664558,0.21977287530899048,tanh,tanh,tanh,relu,elu,512,0.15000000000000002,,20,uniform,softmax,categorical_crossentropy,6.00004,64,256,128,<class 'keras.optimizers.Nadam'>,
1082,5,1.971876509697083,0.20481927692890167,1.9363431017957853,0.21910487115383148,relu,tanh,relu,elu,tanh,256,0.25,,20,normal,softmax,categorical_crossentropy,8.000020000000001,32,32,64,<class 'keras.optimizers.Adam'>,
1081,7,1.939650297164917,0.20481927692890167,1.919138062693074,0.21977287530899048,tanh,tanh,tanh,relu,relu,512,0.35000000000000003,,20,uniform,softmax,categorical_crossentropy,6.00004,32,64,256,<class 'keras.optimizers.RMSprop'>,
1080,5,1.9344115257263184,0.20481927692890167,1.9168461737189997,0.21977287530899048,elu,relu,tanh,elu,relu,512,0.05,,30,uniform,softmax,categorical_crossentropy,8.000020000000001,64,128,128,<class 'keras.optimizers.SGD'>,
136,5,1.9650808572769165,0.20481927692890167,1.9163492555688362,0.21843686699867249,tanh,tanh,elu,tanh,relu,512,0.2,,20,normal,softmax,categorical_crossentropy,2.0000800000000005,32,32,128,<class 'keras.optimizers.Adam'>,
1075,3,1.935173870569252,0.20481927692890167,1.916752504999827,0.21977287530899048,relu,relu,elu,tanh,elu,256,0.25,,20,uniform,softmax,categorical_crossentropy,6.00004,64,128,256,<class 'keras.optimizers.SGD'>,
1074,6,1.9563030004501343,0.20481927692890167,1.9295577472579741,0.21977287530899048,relu,relu,tanh,relu,elu,512,0.30000000000000004,,20,uniform,softmax,categorical_crossentropy,9.000010000000001,128,128,64,<class 'keras.optimizers.Adam'>,
1073,8,1.9773264563227275,0.20481927692890167,1.9481306942447314,0.19906479120254517,relu,tanh,relu,tanh,elu,256,0.05,,20,normal,softmax,categorical_crossentropy,5.000050000000001,64,256,64,<class 'keras.optimizers.Adam'>,
1071,3,1.9381941351067111,0.20481927692890167,1.9200397691650237,0.21977287530899048,tanh,relu,elu,tanh,elu,256,0.35000000000000003,,30,uniform,softmax,categorical_crossentropy,9.000010000000001,128,32,256,<class 'keras.optimizers.SGD'>,
137,4,1.9376305064044324,0.20481927692890167,1.9193350470058108,0.21977287530899048,relu,relu,relu,relu,relu,256,0.2,,30,normal,softmax,categorical_crossentropy,9.000010000000001,128,128,128,<class 'keras.optimizers.SGD'>,
1070,5,1.9401798846731224,0.20481927692890167,1.9190428640815362,0.21977287530899048,elu,elu,tanh,tanh,relu,256,0.0,,30,uniform,softmax,categorical_crossentropy,3.0000700000000005,32,64,64,<class 'keras.optimizers.SGD'>,
1068,13,1.9384726285934448,0.20481927692890167,1.9186033563129727,0.21977287530899048,relu,elu,relu,relu,relu,512,0.1,,20,normal,softmax,categorical_crossentropy,5.000050000000001,128,256,64,<class 'keras.optimizers.SGD'>,
1066,8,1.9460663670995628,0.20481927692890167,1.9269649450509805,0.21977287530899048,elu,tanh,relu,tanh,tanh,256,0.30000000000000004,,20,uniform,softmax,categorical_crossentropy,6.00004,64,128,32,<class 'keras.optimizers.Adam'>,
1038,5,2.047597170833603,0.20481927692890167,2.142488937180442,0.19706079363822937,elu,elu,elu,relu,tanh,256,0.05,,20,normal,softmax,categorical_crossentropy,5.000050000000001,32,128,128,<class 'keras.optimizers.Adam'>,
1037,27,1.9378292694627999,0.20481927692890167,1.9190680218602947,0.21977287530899048,tanh,tanh,relu,elu,relu,256,0.2,,30,uniform,softmax,categorical_crossentropy,9.000010000000001,128,256,256,<class 'keras.optimizers.Adam'>,
1036,11,1.9341920614242554,0.20481927692890167,1.919196619140202,0.21843686699867249,tanh,tanh,elu,tanh,relu,512,0.4,,30,uniform,softmax,categorical_crossentropy,6.00004,64,32,32,<class 'keras.optimizers.SGD'>,
1007,7,1.9416594505310059,0.20481927692890167,1.9171169472282221,0.21977287530899048,relu,relu,elu,relu,relu,512,0.05,,30,uniform,softmax,categorical_crossentropy,8.000020000000001,64,64,64,<class 'keras.optimizers.Nadam'>,
1004,30,1.9400614500045776,0.20481927692890167,1.9276076147535601,0.22110888361930847,elu,tanh,tanh,elu,relu,512,0.30000000000000004,,30,uniform,softmax,categorical_crossentropy,5.000050000000001,32,256,256,<class 'keras.optimizers.Nadam'>,
1001,3,1.9340707063674927,0.20481927692890167,1.917766614205533,0.21977287530899048,relu,elu,tanh,relu,elu,512,0.05,,30,normal,softmax,categorical_crossentropy,8.000020000000001,32,32,32,<class 'keras.optimizers.SGD'>,
151,12,1.9552873373031616,0.20481927692890167,2.2477338909704683,0.15497662127017975,tanh,tanh,elu,tanh,elu,512,0.2,,30,normal,softmax,categorical_crossentropy,4.00006,32,256,128,<class 'keras.optimizers.Nadam'>,
1998,9,1.9386053085327148,0.20481927692890167,1.9173709060163122,0.21977287530899048,elu,relu,tanh,relu,tanh,512,0.2,,30,uniform,softmax,categorical_crossentropy,2.0000800000000005,32,256,64,<class 'keras.optimizers.Nadam'>,
998,4,1.9420177429076657,0.20481927692890167,1.9213132012583212,0.22511689364910126,elu,relu,relu,tanh,relu,256,0.0,,30,normal,softmax,categorical_crossentropy,1.0000900000000001,64,32,128,<class 'keras.optimizers.RMSprop'>,
997,7,4.171513557434082,0.20481927692890167,4.271671040980276,0.15631262958049774,elu,elu,tanh,elu,tanh,512,0.45,,30,normal,softmax,categorical_crossentropy,9.000010000000001,32,128,32,<class 'keras.optimizers.RMSprop'>,
996,12,1.9399422407150269,0.20481927692890167,1.9191374427569892,0.22378090023994446,tanh,elu,elu,relu,elu,512,0.05,,30,normal,softmax,categorical_crossentropy,5.000050000000001,128,32,64,<class 'keras.optimizers.Adam'>,
152,9,1.9423267841339111,0.20481927692890167,1.9255346393457793,0.2130928486585617,relu,tanh,relu,relu,relu,512,0.4,,30,normal,softmax,categorical_crossentropy,6.00004,64,64,256,<class 'keras.optimizers.Nadam'>,
991,13,1.9349665641784668,0.20481927692890167,1.9174246673354645,0.21910487115383148,tanh,elu,relu,elu,relu,512,0.45,,30,normal,softmax,categorical_crossentropy,5.000050000000001,128,32,256,<class 'keras.optimizers.SGD'>,
990,13,1.977824370545077,0.20481927692890167,2.087178705370896,0.17902471125125885,relu,elu,relu,elu,tanh,256,0.25,,20,normal,softmax,categorical_crossentropy,6.00004,64,256,64,<class 'keras.optimizers.Adam'>,
989,10,1.9462036804023037,0.20481927692890167,1.9238538763566104,0.21977287530899048,relu,tanh,elu,tanh,relu,256,0.0,,20,normal,softmax,categorical_crossentropy,6.00004,64,64,256,<class 'keras.optimizers.Adam'>,
987,7,2.263578414916992,0.20481927692890167,2.2633091721760885,0.15698063373565674,elu,elu,elu,tanh,tanh,512,0.15000000000000002,,20,normal,softmax,categorical_crossentropy,4.00006,64,128,128,<class 'keras.optimizers.RMSprop'>,
986,4,3.4833872777869903,0.20481927692890167,3.459061828389037,0.144956573843956,tanh,elu,elu,elu,tanh,256,0.25,,20,normal,softmax,categorical_crossentropy,7.000030000000001,128,64,128,<class 'keras.optimizers.Nadam'>,
985,4,2.0308545870953294,0.20481927692890167,1.9936018547537173,0.17835670709609985,relu,relu,relu,elu,elu,256,0.1,,20,uniform,softmax,categorical_crossentropy,4.00006,64,256,128,<class 'keras.optimizers.RMSprop'>,
984,6,1.9585119485855103,0.20481927692890167,1.93543834660797,0.20774883031845093,elu,elu,relu,elu,relu,512,0.05,,20,uniform,softmax,categorical_crossentropy,3.0000700000000005,32,64,256,<class 'keras.optimizers.Nadam'>,
983,8,1.9455358982086182,0.20481927692890167,1.9189928254845465,0.22912491858005524,tanh,elu,elu,relu,tanh,512,0.25,,30,normal,softmax,categorical_crossentropy,1.0000900000000001,64,128,64,<class 'keras.optimizers.RMSprop'>,
149,3,1.940860574503979,0.20481927692890167,1.9126141500536729,0.22177688777446747,tanh,elu,tanh,elu,tanh,256,0.30000000000000004,,30,uniform,softmax,categorical_crossentropy,5.000050000000001,128,256,128,<class 'keras.optimizers.SGD'>,
1008,5,1.943070411682129,0.20481927692890167,1.9319250511183448,0.1937207728624344,tanh,relu,elu,relu,elu,512,0.4,,30,uniform,softmax,categorical_crossentropy,4.00006,32,64,128,<class 'keras.optimizers.Nadam'>,
58,10,1.9393096132929546,0.20481927692890167,1.9286748804724367,0.20507681369781494,elu,tanh,tanh,tanh,relu,256,0.35000000000000003,,30,normal,softmax,categorical_crossentropy,8.000020000000001,32,64,32,<class 'keras.optimizers.Nadam'>,
1011,12,1.9340911490850181,0.20481927692890167,1.923812330047847,0.21977287530899048,relu,relu,tanh,elu,relu,256,0.4,,30,uniform,softmax,categorical_crossentropy,2.0000800000000005,32,128,64,<class 'keras.optimizers.SGD'>,
1035,5,1.9413373470306396,0.20481927692890167,1.9174608553578716,0.22110888361930847,elu,tanh,tanh,tanh,relu,512,0.30000000000000004,,30,normal,softmax,categorical_crossentropy,6.00004,64,64,128,<class 'keras.optimizers.SGD'>,
1034,7,1.9369384050369263,0.20481927692890167,1.9183314376141758,0.21977287530899048,tanh,tanh,tanh,relu,elu,512,0.15000000000000002,,20,normal,softmax,categorical_crossentropy,6.00004,128,32,32,<class 'keras.optimizers.Nadam'>,
1033,7,1.940926194190979,0.20481927692890167,1.9175023139916665,0.21977287530899048,relu,tanh,relu,elu,relu,512,0.2,,30,normal,softmax,categorical_crossentropy,3.0000700000000005,32,128,64,<class 'keras.optimizers.Nadam'>,
147,8,1.9455024353471626,0.20481927692890167,1.9241979990948337,0.21776887774467468,relu,elu,relu,tanh,elu,256,0.4,,20,uniform,softmax,categorical_crossentropy,7.000030000000001,64,256,32,<class 'keras.optimizers.Adam'>,
1032,8,1.9435921907424927,0.20481927692890167,1.9179256794527522,0.22311289608478546,elu,relu,relu,tanh,relu,512,0.2,,30,uniform,softmax,categorical_crossentropy,2.0000800000000005,128,128,64,<class 'keras.optimizers.RMSprop'>,
1030,7,1.9525136947631836,0.20481927692890167,1.925054193259719,0.21977287530899048,tanh,relu,tanh,relu,elu,512,0.0,,30,uniform,softmax,categorical_crossentropy,8.000020000000001,128,128,64,<class 'keras.optimizers.Adam'>,
1028,12,1.932526707649231,0.20481927692890167,1.908020257790565,0.22511689364910126,elu,elu,tanh,relu,tanh,512,0.4,,30,uniform,softmax,categorical_crossentropy,8.000020000000001,64,128,256,<class 'keras.optimizers.SGD'>,
1027,12,1.9394570656090855,0.20481927692890167,1.9217283087885213,0.21910487115383148,relu,elu,elu,elu,relu,256,0.35000000000000003,,30,uniform,softmax,categorical_crossentropy,3.0000700000000005,128,128,256,<class 'keras.optimizers.Adam'>,
1091,4,1.935094952583313,0.20481927692890167,1.9246799585097778,0.21910487115383148,tanh,elu,tanh,tanh,relu,512,0.25,,30,normal,softmax,categorical_crossentropy,9.000010000000001,32,128,32,<class 'keras.optimizers.SGD'>,
1025,13,1.9363625858682227,0.20481927692890167,1.9199552535214421,0.21977287530899048,elu,tanh,tanh,tanh,relu,256,0.4,,20,uniform,softmax,categorical_crossentropy,8.000020000000001,32,128,256,<class 'keras.optimizers.RMSprop'>,
1023,5,1.936376929283142,0.20481927692890167,1.9174299219407953,0.21977287530899048,tanh,elu,relu,elu,relu,512,0.05,,30,normal,softmax,categorical_crossentropy,8.000020000000001,128,128,64,<class 'keras.optimizers.SGD'>,
56,15,1.9524670264807091,0.20481927692890167,2.2949827306654424,0.1663326621055603,elu,elu,elu,elu,elu,256,0.4,,30,normal,softmax,categorical_crossentropy,8.000020000000001,128,64,256,<class 'keras.optimizers.Adam'>,
1019,5,1.934625506401062,0.20481927692890167,1.9165710718853122,0.21977287530899048,relu,tanh,relu,elu,tanh,512,0.25,,20,uniform,softmax,categorical_crossentropy,7.000030000000001,128,64,128,<class 'keras.optimizers.SGD'>,
1017,4,2.4199934312138693,0.20481927692890167,2.5258213118385617,0.15230460464954376,elu,relu,relu,relu,tanh,256,0.05,,20,normal,softmax,categorical_crossentropy,5.000050000000001,128,256,64,<class 'keras.optimizers.Nadam'>,
1015,15,1.9337596893310547,0.20481927692890167,1.9193803628604253,0.22177688777446747,elu,tanh,tanh,relu,relu,512,0.4,,30,uniform,softmax,categorical_crossentropy,5.000050000000001,32,64,32,<class 'keras.optimizers.SGD'>,
148,4,1.939865489561395,0.20481927692890167,1.9196084618329523,0.21977287530899048,relu,elu,elu,relu,elu,256,0.4,,20,normal,softmax,categorical_crossentropy,8.000020000000001,32,32,128,<class 'keras.optimizers.Nadam'>,
1013,3,1.9922524920429092,0.20481927692890167,1.9519062122664774,0.20440882444381714,elu,elu,elu,tanh,tanh,256,0.0,,30,normal,softmax,categorical_crossentropy,2.0000800000000005,32,64,64,<class 'keras.optimizers.Adam'>,
1012,3,1.9399695750699943,0.20481927692890167,1.9170431249844049,0.21977287530899048,tanh,tanh,relu,relu,elu,256,0.0,,20,normal,softmax,categorical_crossentropy,8.000020000000001,128,64,32,<class 'keras.optimizers.SGD'>,
1024,25,1.9364677667617798,0.20481927692890167,1.9191989611209672,0.21977287530899048,relu,relu,elu,elu,tanh,512,0.05,,30,uniform,softmax,categorical_crossentropy,1.0000900000000001,128,32,256,<class 'keras.optimizers.SGD'>,
1094,6,1.949520746866862,0.20481927692890167,1.9220262140772226,0.21977287530899048,relu,relu,elu,elu,tanh,256,0.25,,30,normal,softmax,categorical_crossentropy,5.000050000000001,32,128,32,<class 'keras.optimizers.Adam'>,
111,8,1.933252215385437,0.20481927692890167,1.9166228729801011,0.22177688777446747,elu,elu,relu,relu,elu,512,0.30000000000000004,,30,normal,softmax,categorical_crossentropy,5.000050000000001,64,256,32,<class 'keras.optimizers.SGD'>,
1097,8,1.9348477125167847,0.20481927692890167,1.9176732090686908,0.22044087946414948,tanh,elu,relu,elu,elu,512,0.2,,20,normal,softmax,categorical_crossentropy,3.0000700000000005,64,256,64,<class 'keras.optimizers.SGD'>,
119,10,1.9698189698069928,0.20481927692890167,2.1054199875874287,0.1649966537952423,elu,elu,tanh,relu,tanh,256,0.2,,30,uniform,softmax,categorical_crossentropy,5.000050000000001,128,32,256,<class 'keras.optimizers.Adam'>,
1182,13,1.942697286605835,0.20481927692890167,1.9279695722207915,0.20507681369781494,tanh,tanh,relu,elu,elu,512,0.35000000000000003,,30,uniform,softmax,categorical_crossentropy,2.0000800000000005,128,128,256,<class 'keras.optimizers.RMSprop'>,
1180,10,1.9390642642974854,0.20481927692890167,1.9194587359208621,0.21977287530899048,elu,elu,tanh,relu,tanh,512,0.30000000000000004,,30,normal,softmax,categorical_crossentropy,4.00006,32,128,256,<class 'keras.optimizers.Adam'>,
120,6,1.9335905313491821,0.20481927692890167,1.920584249830915,0.22177688777446747,tanh,elu,relu,relu,relu,512,0.45,,20,uniform,softmax,categorical_crossentropy,1.0000900000000001,64,64,128,<class 'keras.optimizers.RMSprop'>,
1176,9,2.3616127967834473,0.20481927692890167,2.299564345645841,0.13627254962921143,tanh,tanh,tanh,elu,tanh,512,0.05,,30,uniform,softmax,categorical_crossentropy,4.00006,64,64,128,<class 'keras.optimizers.Nadam'>,
1175,4,1.937451671883763,0.20481927692890167,1.9165643358835796,0.21977287530899048,elu,elu,elu,elu,relu,256,0.15000000000000002,,20,uniform,softmax,categorical_crossentropy,5.000050000000001,32,32,128,<class 'keras.optimizers.SGD'>,
1174,11,1.9438828052765873,0.20481927692890167,1.9192461706274895,0.21977287530899048,relu,tanh,relu,relu,elu,256,0.1,,30,uniform,softmax,categorical_crossentropy,7.000030000000001,32,64,256,<class 'keras.optimizers.RMSprop'>,
1172,8,1.9404581785202026,0.20481927692890167,1.9175445888547318,0.21977287530899048,relu,tanh,elu,relu,elu,512,0.30000000000000004,,20,uniform,softmax,categorical_crossentropy,6.00004,64,64,32,<class 'keras.optimizers.RMSprop'>,
1170,5,4.663349350772229,0.20481927692890167,3.421646869572784,0.15497662127017975,relu,elu,relu,tanh,tanh,256,0.25,,30,normal,softmax,categorical_crossentropy,8.000020000000001,32,256,256,<class 'keras.optimizers.Nadam'>,
1169,5,3.3494617230442154,0.20481927692890167,2.544833846624167,0.17434869706630707,relu,elu,relu,elu,tanh,256,0.1,,20,uniform,softmax,categorical_crossentropy,6.00004,128,128,64,<class 'keras.optimizers.RMSprop'>,
